,valor_transacao,saldo_conta,tempo_cliente_anos,tempo_desde_ultima_transacao_horas,num_transacoes_ultimos_30dias,distancia_da_residencia_km,tipo_transacao,categoria_compra,tipo_estabelecimento,faixa_horario,dia_semana,autenticacao_dois_fatores,fraude
0,274.220293850187,2900.0543750101724,3.3778686945592447,46.07152296295615,8.0,29.859967531277753,Online,Serviços,Supermercado,Noite,Sexta,Sim,1.0
1,174.3501964351729,1725.976101978551,2.11499087195463,5.063986124557035,8.0,93.79062910975817,Online,Eletrônicos,Supermercado,,Domingo,Não,1.0
2,16.024595459720743,1269.9022715572853,5.178550802822423,15.159951959543744,17.0,8.300129796555245,Presencial,Eletrônicos,E-commerce,Noite,,Sim,0.0
3,107.0985054133342,2319.2988641572215,9.844312547597099,11.729459112970654,20.0,18.84903793138965,Online,Alimentação,Serviços,Manhã,Domingo,Sim,0.0
4,168.40295284005978,949.0821172583369,4.193033740633678,33.39531441627913,20.0,5.677935872876544,Online,Vestuário,Varejo,Noite,Domingo,Sim,0.0
5,137.04062849219798,604.46247427611,1.6552809095226593,19.032853367990246,10.0,38.6356174999793,Internacional,Alimentação,Supermercado,Noite,Quinta,,1.0
6,52.07664334943147,2097.7395975072263,4.965883769335911,58.00247042811644,28.0,38.69429513627896,Online,Eletrônicos,Serviços,Noite,Domingo,Não,0.0
7,267.52043592878806,4868.369104751522,1.6697409765556825,64.59017406707643,10.0,267.2368316977876,Aplicativo,Eletrônicos,Supermercado,Manhã,Sábado,Não,1.0
8,305.8918974323231,2810.455545212566,2.984549942294729,2.2551256610401396,26.0,,Online,Outros,Restaurante,Tarde,Sexta,Sim,0.0
9,428.9695763238904,371.80065717077423,2.435498294549125,35.973223936020325,6.0,6.871710658724272,Online,Eletrônicos,E-commerce,Tarde,Sexta,Sim,1.0
10,462.7498891085262,885.2668797322856,1.8823502826260317,38.755042824183384,9.0,115.97171587794615,Online,Outros,E-commerce,Tarde,Quinta,Não,1.0
11,80.3791756850026,2545.645611198813,1.899049611731865,1.810110523852852,11.0,19.89917705527199,Aplicativo,Vestuário,Serviços,Tarde,Quarta,Sim,0.0
12,277.744641752838,1260.5349341910082,5.0912501879106085,30.01279651822604,20.0,0.7424596626267839,Online,Vestuário,Restaurante,Manhã,Sábado,Sim,0.0
13,458.0040477785974,2760.3043308305,4.368132451688281,28.051979801964833,12.0,119.60976152732823,Presencial,Entretenimento,E-commerce,Madrugada,Domingo,Sim,1.0
14,138.06741313346978,3072.428297006429,6.665679363732904,3.1052321760541632,17.0,5.135811695871584,Presencial,Vestuário,Restaurante,,Quinta,Sim,0.0
15,54.85300220884769,,0.8499845393616743,14.015689440297088,14.0,709.9102861157105,Online,Alimentação,Varejo,,Segunda,Sim,0.0
16,116.13611682742574,-2066.8391954646177,4.824053466768577,9.827988050402087,24.0,10.54430100779921,Presencial,,Restaurante,Manhã,Sexta,Não,0.0
17,518.6313826760027,3214.843344568735,2.614084659300763,282.3788446301323,,31.87578631791139,Presencial,Alimentação,Varejo,Tarde,Quarta,Sim,1.0
18,-37.65264003123024,2502.9688415837377,0.8485695026255223,38.05079943423864,14.0,200.71674278848462,Aplicativo,Entretenimento,E-commerce,Noite,Quinta,Não,1.0
19,39.27483375871769,1701.7643963740327,,18.58573460886808,15.0,20.452011931191603,,Vestuário,,Noite,Segunda,Sim,0.0
20,121.8768050922402,,9.432447394152641,43.248410999492926,28.0,4.228429453471661,Online,Alimentação,Serviços,Noite,Segunda,Sim,0.0
21,101.10530803378226,2552.991191922495,,78.53188621569245,5.0,216.87118447730762,Presencial,Outros,E-commerce,Noite,Quinta,Não,1.0
22,766.7563878269078,1522.177767588345,0.5587487230407626,63.946458353047944,5.0,87.44708015040749,Presencial,Eletrônicos,Serviços,Noite,Terça,Não,1.0
23,-8.600165920578034,2035.7189924767217,10.204399610039271,9.74386487251918,28.0,4.174229015364354,Aplicativo,Alimentação,Varejo,Tarde,Quinta,Sim,0.0
24,-28.40657885290684,3202.9803586944513,1.3597239136470136,11.292482732165347,19.0,2.244156548364106,Aplicativo,Outros,Restaurante,Manhã,Terça,Sim,0.0
25,56.4212363054928,3157.439157455981,,18.526416226107433,14.0,19.664208046881242,Online,Eletrônicos,Supermercado,Tarde,Sábado,Sim,0.0
26,49.131731989958766,1611.5216387264445,5.031049008361615,73.08950607111582,8.0,112.41747611776786,Presencial,Outros,E-commerce,Tarde,Sábado,Sim,1.0
27,73.07245964507057,4591.009349893335,,10.607650816987157,25.0,4.493569512351193,Aplicativo,Vestuário,Supermercado,Tarde,,Não,0.0
28,15.975070725953136,,11.017488965727447,32.94037268393941,20.0,2.189223805425859,,Alimentação,Serviços,Manhã,Terça,Sim,0.0
29,179.89848807179308,3735.395760967538,2.7956509564544563,32.565662926759856,19.0,3.3768680036004017,Online,Vestuário,Supermercado,Noite,Domingo,Não,0.0
30,193.99237714494714,1849.7461278792423,2.170779571660473,55.827217570295005,23.0,0.5014620682337458,Internacional,Entretenimento,Serviços,Manhã,Domingo,Sim,0.0
31,335.55322624663336,1680.8159980900912,1.1242999170525185,43.97230885595971,2.0,238.4553683894216,Presencial,Eletrônicos,E-commerce,Tarde,Sábado,Não,1.0
32,456.9108621464635,2904.7086544784415,,16.632793452755006,12.0,50.68910450944739,Aplicativo,Alimentação,E-commerce,Noite,,Não,1.0
33,816.0084275215573,1696.3810807386378,0.34997301986935303,3.8041235935305036,6.0,18.813449802632036,Aplicativo,Eletrônicos,Serviços,Tarde,Quinta,Não,1.0
34,114.04574023337653,1730.125636264252,5.213673631636638,4.722872205981888,18.0,13.290927772471829,Aplicativo,Alimentação,Restaurante,Madrugada,Sexta,,0.0
35,52.738533276906665,,2.7260132302724758,23.40096244866945,26.0,3.855513036556427,Internacional,Outros,E-commerce,Manhã,Quarta,Sim,0.0
36,226.71334605414694,3667.339665266186,7.619371224133536,16.06677737986015,,0.7371838358258733,Presencial,Entretenimento,Supermercado,Tarde,Quinta,Não,0.0
37,159.9237133807704,3543.609648497463,3.130904603665599,,28.0,13.452339067468273,Presencial,Serviços,Supermercado,Tarde,Quarta,,0.0
38,77.43991999408411,2255.095408141919,5.454009073431687,,18.0,6.8886278070507,Aplicativo,Vestuário,E-commerce,,Quarta,Sim,
39,883.7686484122876,4563.485806996591,2.385448765347637,98.09161601771353,19.0,255.47925896108043,Aplicativo,Alimentação,Serviços,Tarde,Sábado,Não,1.0
40,53.424065475294,2326.8945728313315,1.9072540734289498,2.6712272579699996,14.0,194.6717808710787,Online,Outros,E-commerce,Madrugada,Quarta,Sim,1.0
41,21.93483792649949,2842.9690621329482,7.921202599377445,118.50121729352863,12.0,11.268302776184845,Online,Eletrônicos,Supermercado,Tarde,Sexta,Sim,0.0
42,178.95078704043743,2217.950264297639,1.377029036287981,57.74335902586458,11.0,343.39001086673176,Presencial,Outros,Varejo,Tarde,Sábado,Não,1.0
