,valor_transacao,saldo_conta,tempo_cliente_anos,tempo_desde_ultima_transacao_horas,num_transacoes_ultimos_30dias,distancia_da_residencia_km,tipo_transacao,categoria_compra,tipo_estabelecimento,faixa_horario,dia_semana,autenticacao_dois_fatores,fraude
0,45.71846983497194,3111.7017451038064,2.7818267769126246,79.30342710733662,18.0,3.2185802616934867,Aplicativo,Outros,Supermercado,Tarde,Sexta,Não,0.0
1,149.8672723291793,2180.957145741887,7.353005723424602,45.542305521422634,18.0,0.5816267916796886,Presencial,Eletrônicos,E-commerce,Tarde,Sexta,Não,0.0
2,114.1489249025996,3332.800942422933,3.1183967663552505,36.9074671301047,17.0,0.7757643825909365,,Outros,Varejo,Madrugada,Sexta,Sim,
3,24.685264304095398,2988.925316349704,4.327445894651088,38.87545128140387,13.0,1.8333490660790743,Aplicativo,Outros,Varejo,Noite,Sexta,Sim,0.0
4,71.06998740157319,1383.029479972385,5.2904077424823175,12.047249900372059,20.0,3.9252410228828447,Online,Entretenimento,Serviços,Manhã,Sábado,Não,0.0
5,182.57182685485756,813.1133000996454,3.799831351542407,12.416075770208959,13.0,6.6399800690286,Aplicativo,,Serviços,Tarde,Sexta,Sim,0.0
6,-21.333962169653702,2412.6695829369164,7.988795689807618,5.22338629908422,22.0,7.492262786832549,Presencial,Eletrônicos,Varejo,Manhã,Terça,Não,0.0
7,78.55436855719114,1367.493115658783,6.8674027909619655,54.07735743422803,16.0,2.5210634860941337,Presencial,Outros,Restaurante,Madrugada,Quinta,Sim,0.0
8,163.2968129352767,2376.6891410007215,4.314251969585326,,17.0,0.34289036220872726,Aplicativo,Vestuário,E-commerce,Manhã,Segunda,Não,0.0
9,,1268.8480623385917,5.268846034695761,102.61831611081385,18.0,1.54473346445094,Presencial,Outros,Supermercado,Noite,Domingo,Sim,0.0
10,66.05569241889728,1138.7747468027258,1.9534854454184336,1.7431781151250416,19.0,0.6661043697142834,Aplicativo,Outros,E-commerce,Tarde,Quinta,Não,0.0
11,95.26455155315544,1859.009190459286,4.47787989461317,40.52916283378602,20.0,7.056968537545346,Aplicativo,Eletrônicos,Supermercado,Noite,Sexta,Não,0.0
12,174.56948130621439,2934.100620407984,4.010305372516133,0.6069144955930382,16.0,8.802967827926352,Online,Entretenimento,E-commerce,Madrugada,Domingo,Não,0.0
13,68.05490016576745,2306.5398953135773,5.181434654527443,28.18432437557768,14.0,11.553441494879149,Internacional,Alimentação,Supermercado,Madrugada,Quinta,Sim,1.0
14,77.80090201769673,3178.375148671782,5.711315312567643,7.677442920589195,15.0,10.373008783662279,Presencial,Serviços,Supermercado,Tarde,Terça,Sim,0.0
15,78.28243621907413,766.4382969447727,8.683011914853811,51.50308259196616,11.0,1.7567044813994157,Presencial,Entretenimento,Varejo,Madrugada,Segunda,Não,0.0
16,210.2965041362728,942.9228584677016,2.008291206056926,14.523465659370629,13.0,3.456945235742317,Presencial,Eletrônicos,Restaurante,Tarde,Sexta,Sim,0.0
17,209.33930444868935,1910.8363008396848,1.615655999846044,19.141616971367736,14.0,3.982383232945825,Internacional,Vestuário,Restaurante,Noite,Sábado,Sim,0.0
18,150.20269489394386,4165.701383293069,2.092279820014228,22.797756215790805,14.0,,Online,,Restaurante,Tarde,Quarta,Sim,0.0
19,119.3093199587428,2674.286113562373,3.9318640990317295,44.137419071740624,14.0,7.340727683427821,Aplicativo,Outros,Restaurante,Noite,Quinta,Sim,0.0
20,136.8684287948121,933.387257955271,9.539221798600366,41.90177835053768,16.0,2.8827443772749177,Presencial,Serviços,Serviços,Noite,Segunda,Sim,0.0
21,174.53660140753993,1923.859547042292,3.850821212122333,36.573455279664145,16.0,1.6719638570526896,Presencial,Vestuário,E-commerce,Manhã,Terça,Sim,0.0
22,53.208306579880436,2220.7147908012585,9.311799775157187,38.492435492091246,10.0,1.596029112827149,Presencial,Vestuário,Supermercado,Madrugada,Terça,Sim,0.0
23,158.79145223910518,1431.3142544389916,4.201175962070645,22.94529059828618,15.0,3.9872584434910237,Online,Alimentação,Supermercado,Manhã,Quarta,Sim,0.0
24,37.305966612549376,2613.2749910565053,15.13875488389969,2.6615190622075646,11.0,6.938564193999581,Online,Entretenimento,Serviços,Manhã,Quarta,Sim,0.0
25,68.11242487732949,1843.5538618351939,1.45773534123844,4.816700499213601,13.0,18.673042365283102,Online,Alimentação,Serviços,Manhã,,Sim,
26,145.35525979001505,1700.6692817903293,10.408649140719504,27.911203704535197,14.0,4.263197737741369,Online,Outros,Serviços,Tarde,Segunda,Sim,0.0
27,28.565964988701552,3260.2567871924794,5.618493544689411,5.150886883454333,12.0,1.1549230775954549,Presencial,Serviços,Serviços,Tarde,Sábado,Sim,0.0
28,92.9965639905667,290.3390978397149,3.9855084785357997,15.518708677493253,15.0,,Presencial,Eletrônicos,Serviços,Tarde,Quinta,Sim,0.0
29,56.912255207015725,1038.1946582153064,2.881833446407715,1.4736186365302961,17.0,5.04579650558015,Online,Alimentação,E-commerce,Noite,Terça,Não,0.0
30,87.21903147347015,1182.6910185592196,6.982377472986725,1.5002335151837036,18.0,2.132650202266137,Internacional,Eletrônicos,Restaurante,Manhã,Sexta,Sim,0.0
31,-39.92945527303621,1152.318930001302,4.741246744089821,1.5046965126189176,10.0,11.293455265146743,Online,Outros,E-commerce,Manhã,Terça,,0.0
32,11.423344774507655,1271.2469547086248,5.246979856922179,4.420637622653265,17.0,4.845141150528336,Presencial,Eletrônicos,Supermercado,Tarde,,Sim,0.0
33,65.00613827010415,2488.4759578908206,2.9638256799798715,16.323337227571095,14.0,5.068104798905656,Online,Entretenimento,E-commerce,Tarde,Domingo,Sim,0.0
34,,3096.532828410347,2.8843870749860745,12.806705279395079,18.0,0.7052558938044206,Presencial,Entretenimento,Restaurante,Madrugada,Quinta,Sim,0.0
35,91.3182158604892,2916.0412606558884,7.222837591136142,34.88212729277186,12.0,7.68712000816289,Online,Alimentação,Varejo,Noite,Domingo,Sim,0.0
36,100.14229579484055,980.4378734709911,9.606485860540218,14.075153262032135,20.0,12.947760562626875,Internacional,Vestuário,Supermercado,Noite,Sexta,Não,0.0
37,134.41113555511424,1892.5821014301262,1.9868778948437007,22.338021803112433,17.0,14.499468226766087,Internacional,Entretenimento,Serviços,Tarde,Quinta,Sim,0.0
38,56.0231828495474,2452.2652134748237,3.153318882826842,6.786662770905934,10.0,0.012035115603941356,Internacional,Vestuário,Serviços,Tarde,Quinta,Sim,0.0
39,114.18136619036454,2240.002952285443,9.041955150170695,48.38148528782713,18.0,2.8649094183241424,Online,Serviços,E-commerce,,Quinta,Não,0.0
40,59.73167409671921,,14.159520022191069,19.9519611885996,14.0,2.1271624277587673,Online,Vestuário,Varejo,Manhã,Quarta,Não,0.0
41,13.616525293969644,1324.6657644559898,9.96928622771319,46.65057980586303,15.0,1.471196488913245,Aplicativo,,Serviços,Tarde,Sexta,Sim,0.0
42,80.45501031224495,2156.319421100823,5.421626317603797,6.883686702284397,7.0,0.3600953538562884,Presencial,Outros,E-commerce,Noite,Sábado,Sim,0.0
43,128.69029312025287,1606.7692850939115,12.738700031348792,108.63477664859703,12.0,2.2051625194221374,Presencial,Vestuário,Varejo,Tarde,Quarta,Não,0.0
44,116.92945254999007,2251.0750190895233,11.577428885690502,7.227227343809853,22.0,4.973845654856114,Internacional,Vestuário,Varejo,Tarde,Terça,Sim,0.0
45,99.40847527605901,921.1030873103036,1.6616823402339398,25.483032129426576,19.0,14.660708787786731,Presencial,Eletrônicos,Varejo,Madrugada,Quarta,Sim,0.0
46,219.6182632968863,1071.062279042425,7.494296745241316,4.211951226695142,9.0,1.7753249023003153,Online,Outros,Supermercado,Tarde,Quarta,Sim,0.0
47,120.64560801543894,1269.8891402115132,6.651822397248641,1.2390240245107367,11.0,2.14373546261414,Presencial,Vestuário,Supermercado,Tarde,Quarta,Não,0.0
48,148.93680029686732,1436.3306888449533,5.824578585667345,23.8853635696003,19.0,4.421199499228193,Aplicativo,Alimentação,Supermercado,Noite,Segunda,Não,0.0
49,211.90716692489764,3547.923265632763,1.2708974357118565,,8.0,8.142160366723278,Online,Entretenimento,Supermercado,Tarde,,Não,0.0
50,35.29573384193756,3175.401914295431,5.994167792654261,1.9314709819913167,17.0,8.415234878579218,Internacional,Alimentação,Restaurante,Noite,Domingo,Sim,0.0
51,48.060589489752324,1787.3503292860569,20.63582991488599,18.757946057607203,20.0,3.95653586051748,Presencial,Vestuário,E-commerce,Noite,Quinta,Sim,0.0
52,187.18561125614653,2172.9332942095048,2.3862995293269273,46.62638209099084,,2.5623878243608447,Presencial,Alimentação,Varejo,Noite,Segunda,Sim,0.0
53,60.09686323794688,405.563981889602,1.2402204263477672,30.490502944823966,10.0,2.799538983897519,Presencial,Serviços,Restaurante,Manhã,Sexta,Sim,0.0
54,101.4841615151665,1820.7076534485357,1.9843537386349581,21.920352207706944,16.0,6.40958586583503,Online,Serviços,Restaurante,Tarde,Sexta,Sim,0.0
55,153.46579847121743,2159.6147133117274,1.4992276527467594,25.42985674527501,18.0,17.42302447757657,Aplicativo,Vestuário,E-commerce,Manhã,Domingo,Sim,0.0
56,144.53531956465855,3145.684213401224,1.799969705876447,27.95055324239111,12.0,14.155177276838412,Presencial,Serviços,Varejo,Tarde,Segunda,Sim,0.0
57,187.74430909905547,2326.8047196749653,,59.03437276565925,11.0,3.7465591868136654,Online,Serviços,Varejo,Noite,Terça,Não,0.0
58,174.78220685167346,2432.8900587755525,3.5923830442747207,7.165261911521657,15.0,6.715907649085415,Online,Outros,E-commerce,Manhã,Terça,Sim,0.0
59,153.46963348528683,2297.7628897504624,6.174119084269675,41.6484686948725,9.0,3.23106655192857,Online,Outros,Restaurante,Tarde,Terça,Sim,0.0
